,amount,LNDfee,LNDdly,LNDpthlnt,LNDtp,CLNfee,CLNdly,CLNpthlnt,CLNtp,LDKfee,LDKdly,LDKpthlnt,LDKtp,Eclair_case1fee,Eclair_case1dly,Eclair_case1pthlnt,Eclair_case1tp,Eclair_case2fee,Eclair_case2dly,Eclair_case2pthlnt,Eclair_case2tp,Eclair_case3fee,Eclair_case3dly,Eclair_case3pthlnt,Eclair_case3tp
160,27960,0.0,258,5,Failure,0.02796,254,5,Failure,0.0,258,5,Failure,0.02796,254,5,Failure,0.02796,254,5,Failure,0.02796,254,5,Failure
161,315747,38.467060000000004,258,5,Failure,38.467060000000004,258,5,Failure,17.41988,402,6,Failure,261.96941,264,5,Failure,261.96941,264,5,Failure,84.09739,274,8,Failure
162,24029,1.6728399999999999,294,6,Success,1.6728399999999999,294,6,Failure,1.6728399999999999,294,6,Failure,7.08905,304,6,Failure,7.08905,304,6,Failure,1.12938,344,7,Failure
163,17415,24.27955,160,5,Failure,24.27955,160,5,Failure,24.27955,160,5,Failure,24.27955,160,5,Failure,24.27955,160,5,Failure,23.92055,240,7,Failure
164,19269,0.0,184,3,Failure,0.0,184,3,Failure,0.0,184,3,Failure,0.0,184,3,Failure,0.0,184,3,Failure,0.0,184,3,Failure
165,87158,46.665240000000004,224,4,Success,46.665240000000004,224,4,Failure,5.92112,224,7,Failure,11.889140000000001,264,5,Success,11.889140000000001,264,5,Success,8.10017,234,7,Success
166,14398,3.30236,120,4,Success,3.30236,120,4,Success,1.11519,154,5,Success,3.30236,120,4,Success,3.30236,120,4,Success,0.05759,234,7,Success
167,25478,1.61147,296,5,Success,1.61147,296,5,Failure,1.61147,296,5,Failure,1.61147,296,5,Failure,1.61147,296,5,Failure,1.63695,368,8,Failure
168,1723,1.0034399999999999,160,5,Success,1.0034399999999999,160,5,Success,1.17574,160,5,Success,1.0034399999999999,192,5,Success,1.0034399999999999,192,5,Success,0.00861,200,6,Success
169,89516,1.9475900000000002,200,6,Failure,1.9475900000000002,200,6,Failure,1.9475900000000002,200,6,Failure,18.25539,200,6,Failure,18.25539,200,6,Failure,14.74864,304,9,Failure
170,20570,65.81691,160,5,Success,65.81691,160,5,Failure,64.06204000000001,194,6,Success,65.81691,160,5,Failure,65.81691,160,5,Failure,64.31064,344,10,Failure
171,32257,97.80636,224,4,Failure,97.80636,224,4,Failure,97.80636,224,4,Failure,97.80636,224,4,Failure,97.80636,224,4,Failure,97.87207,572,10,Success
172,7764,1.03105,110,4,Success,1.03105,110,4,Success,1.79193,98,4,Success,1.03105,110,4,Success,1.03105,110,4,Success,1.03105,110,4,Success
173,22358,3.0061099999999996,264,5,Failure,2.04472,264,5,Failure,2.04472,264,5,Failure,2.04472,264,5,Failure,2.04472,264,5,Failure,2.04472,264,5,Failure
174,18926,8.61027,400,5,Failure,9.589739999999999,242,5,Failure,8.5724,368,5,Failure,8.5724,368,5,Failure,8.5724,368,5,Failure,8.59134,416,7,Failure
175,108532,117.73362,184,3,Success,117.73362,184,3,Success,2.21706,154,5,Success,10.43639,120,4,Success,10.43639,120,4,Success,4.6512,194,6,Failure
176,20004,7.041010000000001,120,4,Success,7.041010000000001,120,4,Success,7.041010000000001,120,4,Success,7.041010000000001,120,4,Success,7.041010000000001,120,4,Success,7.041010000000001,120,4,Success
177,1101,6.4052,132,5,Success,6.4052,132,5,Success,6.95795,188,6,Success,6.4052,186,5,Success,6.4052,186,5,Success,5.08916,304,6,Success
178,1301190,566.05636,80,3,Failure,566.05636,80,3,Failure,83.67447,160,5,Failure,566.05636,80,3,Failure,566.05636,80,3,Failure,285.16058,114,4,Success
179,1728251,516.05267,80,3,Failure,516.05267,80,3,Failure,22.73905,110,4,Failure,518.78154,120,4,Failure,518.78154,120,4,Failure,521.51041,160,5,Failure
180,2463,5.92846,368,5,Success,5.92846,368,5,Success,4.7352,316,7,Success,4.48865,276,6,Failure,4.48865,276,6,Failure,4.50591,408,9,Failure
181,2561,1.5147599999999999,264,5,Success,1.5147599999999999,264,5,Success,1.88497,292,6,Success,1.5147599999999999,264,5,Success,1.5147599999999999,264,5,Success,1.02049,334,7,Success
182,26503,2.053,120,4,Failure,2.053,120,4,Failure,2.31804,114,4,Failure,2.053,120,4,Failure,2.053,120,4,Failure,2.053,120,4,Failure
183,34824,3.10448,120,4,Failure,3.10448,120,4,Failure,3.45273,154,5,Failure,5.84573,160,5,Failure,5.84573,160,5,Failure,3.97511,200,6,Failure
184,60212,2.12042,80,3,Failure,2.12042,80,3,Failure,2.12042,80,3,Failure,2.12042,80,3,Failure,2.12042,80,3,Failure,2.30106,120,4,Success
185,7267,1.00727,202,4,Success,1.00727,202,4,Success,1.00727,218,4,Success,1.00727,224,4,Success,1.00727,224,4,Failure,1.00727,224,4,Failure
186,28813,173.13832,264,5,Failure,173.13832,264,5,Failure,173.13732,296,5,Failure,173.78375,264,5,Failure,173.78375,264,5,Failure,173.78375,264,5,Failure
187,171971,87.15765,184,3,Failure,87.15765,184,3,Failure,2.68789,114,4,Failure,15.27363,114,4,Success,15.27363,114,4,Success,5.207599999999999,200,6,Success
188,8068,4.47663,160,5,Success,4.47663,160,5,Success,2.04842,200,6,Success,4.47663,160,5,Success,4.47663,160,5,Success,2.04035,254,8,Success
189,12794,46.798199999999994,244,4,Success,46.798199999999994,244,4,Failure,25.93699,174,5,Failure,25.655,158,5,Failure,25.655,158,5,Failure,25.655,158,5,Failure
190,5566,1.6234100000000002,154,5,Success,1.6234100000000002,154,5,Failure,1.6234100000000002,154,5,Failure,1.6234100000000002,154,5,Failure,1.6234100000000002,154,5,Failure,1.6178400000000002,188,6,Failure
191,37150,8.15402,160,5,Failure,8.15402,160,5,Failure,3.23208,178,6,Failure,8.15402,160,5,Failure,8.15402,160,5,Failure,2.56338,298,9,Failure
192,39784,7.01843,264,5,Failure,7.01843,264,5,Failure,1.9773999999999998,304,6,Failure,7.01843,264,5,Failure,7.01843,264,5,Failure,1.0795599999999999,374,8,Failure
193,606108,94.52561,154,5,Failure,94.52561,154,5,Failure,7.830550000000001,240,7,Failure,289.32086000000004,194,6,Failure,289.32086000000004,194,6,Failure,47.46585999999999,230,8,Failure
194,780,1.00078,184,3,Success,1.00078,184,3,Success,1.00078,184,3,Success,1.00078,184,3,Success,1.00078,184,3,Success,1.00078,184,3,Success
195,421462,97.51733000000002,120,4,Failure,97.51733000000002,120,4,Failure,6.90149,240,7,Failure,234.56929,114,4,Failure,234.56929,114,4,Failure,11.50787,280,8,Failure
196,245359,10.624759999999998,200,6,Failure,10.624759999999998,200,6,Failure,4.2278,476,8,Failure,33.65213,200,6,Failure,33.65213,200,6,Failure,33.65213,200,6,Failure
197,10145,3.13926,120,4,Success,3.13926,120,4,Success,2.12611,160,5,Success,3.13926,120,4,Success,3.13926,120,4,Success,1.05074,342,10,Success
198,51024,1.05102,242,5,Failure,1.05102,242,5,Failure,1.05102,242,5,Failure,1.80615,264,5,Failure,1.80615,264,5,Failure,0.95921,304,6,Failure
199,15854,48.5809,224,4,Success,48.5809,224,4,Success,48.5809,224,4,Success,48.5809,224,4,Success,48.5809,224,4,Failure,48.62475,554,11,Success
200,480980,6.29078,108,4,Failure,6.29078,108,4,Failure,4.89788,264,5,Failure,6.29078,108,4,Failure,6.29078,108,4,Failure,6.29078,108,4,Failure
201,2228,1.4479499999999998,120,4,Success,1.4479499999999998,120,4,Failure,0.46099,160,5,Success,1.4479499999999998,120,4,Failure,1.4479499999999998,120,4,Failure,0.23494,194,6,Failure
202,35409,31.659129999999998,120,4,Failure,31.659129999999998,120,4,Failure,3.46134,194,6,Failure,10.47179,160,5,Failure,10.47179,160,5,Failure,2.07082,274,8,Failure
203,38677,39.71672,80,3,Success,39.71672,80,3,Success,0.32271,254,5,Success,8.97325,110,4,Success,8.97325,110,4,Success,0.3481,144,5,Success
204,184988,15.47434,154,5,Success,15.47434,154,5,Failure,3.23493,224,7,Failure,15.47434,154,5,Failure,15.47434,154,5,Failure,14.794340000000002,156,6,Success
205,688897,15.7156,114,4,Failure,15.7156,114,4,Failure,4.5667,210,6,Failure,27.80495,108,4,Failure,27.80495,108,4,Failure,25.860400000000002,194,6,Failure
206,8779,32.06955,264,5,Success,32.06955,264,5,Success,29.462320000000002,370,7,Success,32.06955,264,5,Success,32.06955,264,5,Success,28.6608,522,9,Success
207,16702,6.19245,264,5,Failure,6.19245,264,5,Failure,6.19245,264,5,Failure,6.19245,264,5,Failure,6.19245,264,5,Failure,5.20891,552,10,Failure
208,1647,5.01038,368,5,Success,5.39034,264,5,Success,5.38042,298,6,Success,5.39034,264,5,Success,5.39034,264,5,Success,4.9426499999999995,522,9,Success
209,12998,131.58516,162,5,Success,131.58516,162,5,Failure,131.58516,162,5,Failure,131.58516,162,5,Failure,131.58516,162,5,Failure,131.04576999999998,322,9,Failure
210,6963,20.895979999999998,80,3,Success,20.895979999999998,80,3,Failure,20.895979999999998,80,3,Success,20.895979999999998,80,3,Failure,20.895979999999998,80,3,Failure,20.902959999999997,120,4,Failure
211,24887,14.44499,114,4,Failure,14.44499,114,4,Failure,10.491299999999999,154,5,Success,10.491299999999999,154,5,Success,10.491299999999999,154,5,Success,10.491299999999999,154,5,Success
212,74135,20.358539999999998,110,4,Success,20.358539999999998,110,4,Failure,1.1482700000000001,150,5,Failure,20.358539999999998,110,4,Failure,20.358539999999998,110,4,Failure,1.1482700000000001,150,5,Failure
213,391227,235.75646,104,4,Success,235.75646,104,4,Success,43.29651,184,6,Failure,235.75646,104,4,Failure,235.75646,104,4,Failure,81.03213,268,8,Failure
214,13658,43.004400000000004,224,4,Failure,43.004400000000004,224,4,Failure,42.083600000000004,264,5,Failure,43.3576,202,4,Failure,43.3576,202,4,Failure,42.001400000000004,242,5,Failure
215,3148,0.31165,256,4,Success,0.31165,256,4,Failure,0.77762,296,5,Failure,0.31165,256,4,Failure,0.31165,256,4,Failure,0.25184,294,6,Failure
216,132911,28.113950000000003,160,5,Failure,28.113950000000003,160,5,Failure,28.113950000000003,160,5,Failure,31.506830000000004,188,6,Failure,31.506830000000004,188,6,Failure,30.246900000000004,194,6,Failure
218,292047,207.46314999999998,224,4,Success,207.46314999999998,224,4,Success,6.79665,194,6,Failure,32.08104,154,5,Failure,32.08104,154,5,Failure,10.009239999999998,234,7,Failure
219,72423,9.03004,132,5,Failure,9.03004,132,5,Failure,9.243490000000001,148,5,Failure,10.102530000000002,154,5,Failure,10.102530000000002,154,5,Failure,9.03004,190,7,Failure
220,8520,0.0,328,4,Success,0.0,328,4,Success,0.0,328,4,Success,0.0,328,4,Success,0.0,328,4,Failure,0.0,328,4,Failure
221,1095,2.00549,160,5,Success,2.00549,160,5,Success,2.4894800000000004,154,5,Success,2.00549,160,5,Success,2.00549,160,5,Success,2.00549,160,5,Success
222,403925,810.65465,224,4,Success,810.65465,224,4,Success,27.273780000000002,160,5,Failure,27.273780000000002,160,5,Failure,27.273780000000002,160,5,Failure,27.273780000000002,178,6,Failure
223,65788,36.620099999999994,264,5,Failure,36.620099999999994,264,5,Failure,3.32895,200,6,Failure,36.620099999999994,264,5,Failure,36.620099999999994,264,5,Failure,3.59212,200,6,Failure
224,33699,7.41425,258,5,Success,7.41425,258,5,Success,7.41425,258,5,Success,7.41425,258,5,Success,7.41425,258,5,Success,5.92027,378,8,Success
225,29707,1.0,328,4,Failure,1.0,328,4,Failure,1.0,328,4,Failure,1.0,328,4,Failure,1.0,328,4,Failure,1.0,328,4,Failure
226,25476,5.38849,258,5,Failure,5.38849,258,5,Failure,4.73968,270,6,Failure,5.38849,258,5,Failure,5.38849,258,5,Failure,4.59867,396,9,Failure
227,265342,19.374579999999998,160,5,Failure,19.374579999999998,160,5,Failure,6.449479999999999,194,6,Success,32.71865,368,5,Success,32.71865,368,5,Success,7.714829999999999,200,6,Success
228,39210,1.11763,160,5,Failure,1.11763,160,5,Failure,1.11763,160,5,Failure,1.74599,194,6,Failure,1.74599,194,6,Failure,0.19605,240,7,Failure
229,27883,90.08133,224,4,Success,90.08133,224,4,Success,83.92867,298,6,Success,90.08133,224,4,Success,90.08133,224,4,Success,83.649,492,8,Success
230,183437,105.64802,224,4,Failure,105.64802,224,4,Failure,15.47389,234,7,Failure,142.80343000000002,368,5,Failure,142.80343000000002,368,5,Failure,70.01021,304,6,Success
231,10037,34.44518,304,6,Success,33.54286,304,6,Failure,31.844359999999998,406,9,Success,33.54286,304,6,Failure,33.54286,304,6,Failure,31.37577,468,10,Success
232,15031,2.97701,218,4,Success,2.97701,218,4,Success,2.10218,264,5,Success,2.97701,218,4,Success,2.97701,218,4,Success,2.1202500000000004,150,5,Success
233,15601,46.81865,254,5,Success,46.81865,254,5,Success,47.288070000000005,292,6,Success,46.81865,254,5,Success,46.81865,254,5,Success,46.803,348,7,Success
234,37286,6.13889,132,5,Success,6.13889,132,5,Success,2.67116,188,6,Success,7.13889,154,5,Failure,7.13889,154,5,Failure,1.52201,268,8,Failure
235,11415,2.51368,264,5,Failure,2.51368,264,5,Failure,2.51368,264,5,Failure,2.59359,264,5,Failure,2.59359,264,5,Failure,2.0342599999999997,334,7,Failure
236,27665,2.21727,160,5,Success,2.21727,160,5,Success,1.38833,182,6,Success,2.3319900000000002,132,5,Success,2.3319900000000002,132,5,Success,1.35966,262,8,Success
237,11643,0.0,184,3,Success,0.0,184,3,Success,0.0,184,3,Success,0.0,184,3,Success,0.0,184,3,Success,0.0,184,3,Success
238,430046,28.76273,138,5,Failure,28.76273,138,5,Failure,2.29115,304,6,Failure,172.74209,154,5,Success,172.74209,154,5,Success,62.30869,236,8,Success
239,1898,7.45738,258,5,Success,7.45738,258,5,Success,7.64783,258,5,Success,7.45738,258,5,Success,7.45738,258,5,Success,7.45738,258,5,Success
240,1117977,17.533739999999998,160,5,Failure,5744.58925,120,4,Failure,3.2359600000000004,184,6,Failure,1188.78704,264,5,Failure,1188.78704,264,5,Failure,106.87036000000002,292,9,Failure
241,6299,20.91264,294,6,Success,20.91264,294,6,Success,20.91264,294,6,Success,20.91264,294,6,Success,20.91264,294,6,Success,20.91264,294,6,Success
242,12596,2.51571,264,5,Failure,2.51571,264,5,Failure,2.51571,264,5,Failure,2.51571,264,5,Failure,2.51571,264,5,Failure,2.51571,264,5,Failure
243,17406,13.138720000000001,160,5,Failure,13.138720000000001,160,5,Failure,11.887580000000002,298,6,Failure,13.138720000000001,160,5,Failure,13.138720000000001,160,5,Failure,11.2505,304,9,Failure
244,31660,5.387650000000001,160,5,Failure,5.387650000000001,160,5,Failure,5.387650000000001,160,5,Failure,5.387650000000001,160,5,Failure,5.387650000000001,160,5,Failure,5.387650000000001,160,5,Failure
245,211211,35.10554,160,5,Failure,35.10554,160,5,Failure,23.811059999999998,224,7,Failure,65.75251,160,5,Failure,65.75251,160,5,Failure,25.92827,200,6,Failure
246,247713,1390.70991,224,4,Success,1390.70991,224,4,Success,1242.0637100000001,234,7,Failure,1390.70991,224,4,Failure,1390.70991,224,4,Failure,1242.0637100000001,234,7,Failure
247,14198,2.0284,264,5,Failure,2.0284,264,5,Failure,2.0284,264,5,Failure,2.0284,296,5,Failure,2.0284,296,5,Failure,2.0709999999999997,356,8,Failure
248,22766,68.32083,80,3,Failure,68.32083,80,3,Failure,68.32083,80,3,Failure,68.32083,80,3,Failure,68.32083,80,3,Failure,68.32083,80,3,Failure
249,11570,0.04628,264,5,Success,0.04628,264,5,Failure,0.04628,264,5,Failure,0.04628,264,5,Failure,0.04628,264,5,Failure,0.04628,378,8,Failure
250,20782,3.0391399999999997,120,4,Success,3.0391399999999997,120,4,Success,3.06234,120,4,Success,3.0391399999999997,120,4,Success,3.0391399999999997,120,4,Success,2.3552999999999997,402,9,Success
251,14915,1.8800000000000001,160,5,Failure,2.55117,160,5,Failure,1.09151,304,6,Failure,2.55117,160,5,Failure,2.55117,160,5,Failure,1.10442,322,10,Failure
252,2435,9.52061,182,6,Success,9.52061,182,6,Success,9.77952,252,8,Success,9.52061,182,6,Success,9.52061,182,6,Success,9.35873,336,9,Success
253,12882,2.5062800000000003,120,4,Failure,2.5062800000000003,120,4,Failure,2.21952,264,5,Failure,2.5062800000000003,120,4,Failure,2.5062800000000003,120,4,Failure,2.05352,242,5,Failure
254,9069,1.9250399999999999,120,4,Success,2.31744,120,4,Success,1.9250399999999999,120,4,Success,2.31744,120,4,Success,2.31744,120,4,Success,0.9341100000000001,230,7,Failure
255,1168121,5.33624,120,4,Failure,5.33624,120,4,Failure,2.16812,154,5,Failure,4.33624,154,5,Failure,4.33624,154,5,Failure,4.33624,204,6,Failure
256,232280,4.787380000000001,224,4,Failure,4.787380000000001,224,4,Failure,4.787380000000001,224,4,Failure,13.55339,160,5,Failure,13.55339,160,5,Failure,8.21076,204,6,Failure
257,99583,34.06163,110,4,Failure,34.06163,110,4,Failure,34.06163,110,4,Failure,55.985040000000005,160,5,Success,55.985040000000005,160,5,Success,55.582660000000004,230,7,Success
258,732163,3.46432,114,4,Failure,3.46432,114,4,Failure,3.46432,114,4,Failure,45.983430000000006,138,5,Success,45.983430000000006,138,5,Success,45.983430000000006,138,5,Success
259,1940110,1081.64242,74,3,Failure,1081.64242,74,3,Failure,6.88022,154,5,Failure,1081.64242,74,3,Failure,1081.64242,74,3,Failure,12.70057,194,6,Failure
260,361503,255.11043999999998,120,4,Failure,255.11043999999998,120,4,Failure,183.13548,138,5,Failure,255.11043999999998,120,4,Failure,255.11043999999998,120,4,Failure,185.85946,304,6,Failure
261,4202,14.617429999999999,120,4,Success,14.617429999999999,120,4,Success,1.2395100000000001,194,6,Success,1.2395100000000001,194,6,Success,1.2395100000000001,194,6,Success,1.23531,268,8,Success
263,6766,22.31458,314,6,Success,22.31458,314,6,Success,22.993309999999997,314,6,Success,22.31458,314,6,Success,22.31458,314,6,Success,22.244239999999998,368,8,Success
264,1175920,4.527760000000001,178,3,Failure,8.055530000000001,80,3,Failure,4.527760000000001,178,3,Failure,6.527760000000001,120,4,Success,6.527760000000001,120,4,Success,83.52748000000001,154,5,Success
265,461,1.42924,346,5,Success,1.42924,346,5,Success,1.42924,346,5,Success,1.42924,346,5,Success,1.42924,346,5,Success,1.42924,346,5,Success
266,33385,101.26001,152,4,Failure,101.26001,152,4,Failure,101.26001,152,4,Failure,101.26001,152,4,Failure,101.26001,152,4,Failure,101.26001,152,4,Failure
267,6270003,433.63673,120,4,Failure,433.63673,120,4,Failure,6.27,274,8,Failure,6625.78996,160,5,Failure,6625.78996,160,5,Failure,1294.93274,226,8,Failure
268,58470,27.1699,114,4,Success,27.1699,114,4,Success,2.35082,160,5,Failure,28.22842,114,4,Success,28.22842,114,4,Success,4.40332,304,9,Success
269,15212,3.04563,120,4,Success,3.04563,120,4,Success,3.04563,120,4,Success,5.07303,120,4,Success,5.07303,120,4,Success,2.13691,314,9,Success
270,38741,21.37052,184,3,Success,21.37052,184,3,Success,3.5811199999999994,160,5,Success,21.37052,184,3,Success,21.37052,184,3,Success,3.15496,240,7,Success
271,641024,97.79472,80,3,Success,97.79472,80,3,Failure,2.92508,328,4,Failure,34.543690000000005,120,4,Failure,34.543690000000005,120,4,Failure,15.95358,150,5,Failure
272,337192,11.767029999999998,120,4,Failure,11.767029999999998,120,4,Failure,2.67438,194,6,Failure,120.46707,160,5,Failure,120.46707,160,5,Failure,120.46707,160,5,Failure
273,48590,1.04859,328,4,Failure,1.04859,328,4,Failure,1.04859,328,4,Failure,1.04859,328,4,Failure,1.04859,328,4,Failure,1.38872,334,7,Failure
274,165283,3.49585,120,4,Failure,3.49585,120,4,Failure,3.49585,120,4,Failure,13.67121,120,4,Failure,13.67121,120,4,Failure,3.49585,190,6,Failure
275,23849,7.8175099999999995,160,5,Failure,7.8175099999999995,160,5,Failure,5.865209999999999,200,6,Failure,7.8175099999999995,160,5,Failure,7.8175099999999995,160,5,Failure,5.865209999999999,200,6,Failure
276,19005,114.20104,296,5,Success,114.22117,264,5,Failure,114.20104,296,5,Success,114.20104,296,5,Failure,114.20104,296,5,Failure,114.22117,488,8,Failure
277,722457,1763.9647000000002,120,4,Failure,1763.9647000000002,120,4,Failure,6.33475,230,7,Failure,1763.9647000000002,120,4,Failure,1763.9647000000002,120,4,Failure,1759.0733800000003,160,5,Failure
278,1668,4.37018,160,5,Success,4.37018,160,5,Success,1.34215,200,6,Success,1.34215,200,6,Success,1.34215,200,6,Success,1.0100200000000001,304,9,Success
279,15679,48.974759999999996,184,6,Success,48.974759999999996,184,6,Success,48.36725,206,7,Success,48.974759999999996,184,6,Success,48.974759999999996,184,6,Failure,48.24144,222,7,Failure
280,2586,1.26119,358,5,Success,1.3905,254,5,Failure,1.26119,358,5,Success,1.26119,358,5,Failure,1.26119,358,5,Failure,1.15941,432,7,Failure
