Source,Target,Amount,LND1,LND2,CLN,LDK,Eclair_case1,Eclair_case2,Eclair_case3
6561,9578,316360,"[[6561, 174, 167, 9578], 19.966179999999998, 120, 4, 'Success']","[[6561, 174, 167, 9578], 19.966179999999998, 120, 4, 'Success']","[[6561, 321, 11837, 167, 9578], 1.63272, 138, 5, 'Success']","[[6561, 321, 3642, 167, 9578], 1.63272, 160, 5, 'Success']","[[6561, 174, 167, 9578], 19.966179999999998, 120, 4, 'Success']","[[6561, 174, 167, 9578], 19.966179999999998, 120, 4, 'Success']","[[6561, 321, 3642, 167, 9578], 1.63272, 160, 5, 'Success']"
9359,852,1405810,"[[9359, 64, 10484, 852], 150.86397, 114, 4, 'Success']","[[9359, 64, 10484, 852], 150.86397, 114, 4, 'Failure']","[[9359, 64, 177, 66, 852], 79.56955, 116, 5, 'Failure']","[[9359, 64, 177, 66, 852], 79.56955, 116, 5, 'Failure']","[[9359, 64, 10484, 852], 150.86397, 114, 4, 'Failure']","[[9359, 64, 10484, 852], 150.86397, 114, 4, 'Failure']","[[9359, 64, 177, 66, 852], 79.56955, 116, 5, 'Failure']"
8595,5896,14756534,"[[8595, 321, 73, 5896], 829.61672, 120, 4, 'Failure']","[[8595, 445, 321, 73, 5896], 845.3740799999999, 160, 5, 'Success']","[[8595, 445, 177, 73, 5896], 829.61672, 138, 5, 'Success']","[[8595, 445, 3292, 6020, 320, 5896], 31.513080000000002, 180, 6, 'Failure']","[[8595, 445, 321, 73, 5896], 845.3740799999999, 160, 5, 'Success']","[[8595, 445, 321, 73, 5896], 845.3740799999999, 160, 5, 'Failure']","[[8595, 445, 321, 73, 5896], 845.3740799999999, 160, 5, 'Failure']"
9420,6854,9,"[[9420, 7927, 261, 321, 6854], 1.0320200000000002, 160, 5, 'Success']","[[9420, 7927, 261, 321, 6854], 1.0320200000000002, 160, 5, 'Success']","[[9420, 7927, 261, 321, 6854], 1.0320200000000002, 160, 5, 'Success']","[[9420, 9456, 894, 321, 6854], 2.0226699999999997, 148, 5, 'Success']","[[9420, 7927, 261, 321, 6854], 1.0320200000000002, 160, 5, 'Success']","[[9420, 7927, 261, 321, 6854], 1.0320200000000002, 160, 5, 'Success']","[[9420, 7927, 10171, 12325, 321, 6854], 1.00001, 194, 6, 'Success']"
1009,3945,20,"[[1009, 855, 3300, 3945], 0.009000000000000001, 120, 4, 'Success']","[[1009, 855, 3300, 3945], 0.009000000000000001, 120, 4, 'Success']","[[1009, 855, 3300, 3945], 0.009000000000000001, 120, 4, 'Success']","[[1009, 855, 3300, 3945], 0.009000000000000001, 120, 4, 'Success']","[[1009, 855, 3300, 3945], 0.009000000000000001, 120, 4, 'Success']","[[1009, 855, 3300, 3945], 0.009000000000000001, 120, 4, 'Success']","[[1009, 167, 5624, 3300, 3945], 0.00502, 2126, 5, 'Success']"
86,11309,281,"[[86, 3017, 9498, 11309], 1.05668, 120, 4, 'Success']","[[86, 3017, 9498, 11309], 1.05668, 120, 4, 'Success']","[[86, 3017, 9498, 11309], 1.05668, 120, 4, 'Success']","[[86, 3017, 9498, 11309], 1.05668, 120, 4, 'Success']","[[86, 3017, 9498, 11309], 1.05668, 120, 4, 'Success']","[[86, 3017, 9498, 11309], 1.05668, 120, 4, 'Success']","[[86, 12325, 10113, 12768, 10164, 9498, 11309], 1.00028, 234, 7, 'Success']"
1782,10866,3062,"[[1782, 36, 7218, 8768, 10866], 0.0, 400, 5, 'Success']","[[1782, 36, 7218, 8768, 10866], 0.0, 400, 5, 'Success']","[[1782, 567, 2, 8768, 10866], 0.19903, 242, 5, 'Success']","[[1782, 894, 124, 8768, 10866], 1.20042, 258, 5, 'Success']","[[1782, 36, 7218, 8768, 10866], 0.0, 400, 5, 'Success']","[[1782, 36, 7218, 8768, 10866], 0.0, 400, 5, 'Success']","[[1782, 4734, 12325, 167, 2223, 8768, 10866], 0.00306, 328, 7, 'Success']"
1611,2692,97671,"[[1611, 626, 2692], 1.09767, 80, 3, 'Success']","[[1611, 626, 2692], 1.09767, 80, 3, 'Success']","[[1611, 626, 2692], 1.09767, 80, 3, 'Failure']","[[1611, 626, 2692], 1.09767, 80, 3, 'Failure']","[[1611, 626, 2692], 1.09767, 80, 3, 'Failure']","[[1611, 626, 2692], 1.09767, 80, 3, 'Failure']","[[1611, 626, 2692], 1.09767, 80, 3, 'Failure']"
6804,8741,323023,"[[6804, 855, 968, 8741], 136.00696, 120, 4, 'Failure']","[[6804, 855, 968, 8741], 136.00696, 120, 4, 'Failure']","[[6804, 50, 173, 62, 7699, 8741], 84.62442, 156, 6, 'Failure']","[[6804, 6760, 12325, 3292, 3285, 968, 8741], 74.00356, 214, 7, 'Failure']","[[6804, 855, 968, 8741], 136.00696, 120, 4, 'Failure']","[[6804, 855, 968, 8741], 136.00696, 120, 4, 'Failure']","[[6804, 50, 177, 5099, 968, 8741], 93.02383, 178, 6, 'Failure']"
10192,33,6343530,"[[10192, 58, 70, 33], 776.18419, 114, 4, 'Failure']","[[10192, 9488, 2877, 175, 70, 33], 410.23914, 178, 6, 'Failure']","[[10192, 9488, 2877, 175, 70, 33], 410.23914, 178, 6, 'Failure']","[[10192, 9488, 2877, 175, 70, 33], 410.23914, 178, 6, 'Failure']","[[10192, 9488, 2877, 175, 70, 33], 410.23914, 178, 6, 'Failure']","[[10192, 9488, 2877, 175, 70, 33], 410.23914, 178, 6, 'Failure']","[[10192, 9488, 2877, 175, 70, 33], 410.23914, 178, 6, 'Failure']"
3292,3994,10146641,"[[3292, 2584, 3994], 10147.641, 60, 3, 'Failure']","[[3292, 70, 177, 3994], 560.31526, 78, 4, 'Failure']","[[3292, 70, 177, 3994], 560.31526, 78, 4, 'Failure']","[[3292, 692, 612, 3994], 22.29329, 100, 4, 'Failure']","[[3292, 70, 177, 3994], 560.31526, 78, 4, 'Failure']","[[3292, 70, 177, 3994], 560.31526, 78, 4, 'Failure']","[[3292, 70, 177, 3994], 560.31526, 78, 4, 'Failure']"
4423,12402,8,"[[4423, 8496, 967, 21, 12402], 1.00096, 160, 5, 'Success']","[[4423, 8496, 967, 21, 12402], 1.00096, 160, 5, 'Success']","[[4423, 167, 6463, 21, 12402], 1.0000200000000001, 144, 5, 'Success']","[[4423, 3136, 21, 12402], 2.00451, 120, 4, 'Success']","[[4423, 3136, 21, 12402], 2.00451, 120, 4, 'Success']","[[4423, 3136, 21, 12402], 2.00451, 120, 4, 'Success']","[[4423, 167, 9515, 21, 12402], 1.0000200000000001, 150, 5, 'Success']"
2366,10631,41,"[[2366, 855, 10631], 0.0082, 80, 3, 'Success']","[[2366, 855, 10631], 0.0082, 80, 3, 'Success']","[[2366, 855, 10631], 0.0082, 80, 3, 'Success']","[[2366, 855, 10631], 0.0082, 80, 3, 'Success']","[[2366, 855, 10631], 0.0082, 80, 3, 'Success']","[[2366, 855, 10631], 0.0082, 80, 3, 'Success']","[[2366, 855, 10631], 0.0082, 80, 3, 'Success']"
123,3434,100,"[[123, 45, 5773, 1858, 3434], 0.6121099999999999, 260, 5, 'Success']","[[123, 45, 5773, 1858, 3434], 0.6121099999999999, 260, 5, 'Success']","[[123, 2, 185, 1858, 3434], 0.6201199999999999, 128, 5, 'Success']","[[123, 233, 166, 1858, 3434], 0.65523, 150, 5, 'Success']","[[123, 45, 5773, 1858, 3434], 0.6121099999999999, 260, 5, 'Success']","[[123, 45, 5773, 1858, 3434], 0.6121099999999999, 260, 5, 'Success']","[[123, 233, 10485, 3974, 916, 1858, 3434], 0.6008, 224, 7, 'Success']"
6234,11168,4539,"[[6234, 4339, 11168], 1.00454, 80, 3, 'Success']","[[6234, 4339, 11168], 1.00454, 80, 3, 'Success']","[[6234, 4339, 11168], 1.00454, 80, 3, 'Success']","[[6234, 4339, 11168], 1.00454, 80, 3, 'Success']","[[6234, 4339, 11168], 1.00454, 80, 3, 'Success']","[[6234, 4339, 11168], 1.00454, 80, 3, 'Success']","[[6234, 4339, 11168], 1.00454, 80, 3, 'Success']"
5097,5503,28906,"[[5097, 21, 4822, 5503], 1.02891, 224, 4, 'Failure']","[[5097, 21, 4822, 5503], 1.02891, 224, 4, 'Failure']","[[5097, 21, 4822, 5503], 1.02891, 224, 4, 'Failure']","[[5097, 12325, 10113, 4822, 5503], 0.0, 258, 5, 'Failure']","[[5097, 21, 4822, 5503], 1.02891, 224, 4, 'Failure']","[[5097, 21, 4822, 5503], 1.02891, 224, 4, 'Failure']","[[5097, 12325, 6722, 167, 2223, 4822, 5503], 0.02891, 328, 7, 'Failure']"
